pkSeqID,flgs,proto,sport,dport,pkts,bytes,state,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,subcategory 
22575405,1.0,1,59634.0,59634.0,24,1440,2,9959,20.909718,3.414857,1.711559,17.074286,0.0,4.454644,24,0,1440,0,1.099967,1.099967,0.0,1,1
22714371,1.0,1,31654.0,31654.0,5,300,2,148925,16.887253,2.795259,1.976606,8.385777,0.0,4.211655,5,0,300,0,0.236865,0.236865,0.0,1,1
21663487,1.0,1,59951.0,59951.0,6,360,2,146719,17.288015,3.537011,0.004626,10.611032,3.533003,3.543493,6,0,360,0,0.289218,0.289218,0.0,1,1
21354377,1.0,1,56395.0,56395.0,7,420,2,99773,36.038971,1.81,2.218537,9.05,0.0,4.664246,7,0,420,0,0.166486,0.166486,0.0,1,1
22002521,1.0,1,46881.0,46881.0,2,120,2,223570,3.799688,3.799688,0.0,3.799688,3.799688,3.799688,2,0,120,0,0.26318,0.26318,0.0,1,1
21188835,1.0,1,64889.0,64889.0,5,300,2,196390,17.208969,2.854732,2.018606,8.564196,0.0,4.288234,5,0,300,0,0.232437,0.232437,0.0,1,1
23516045,1.0,1,48827.0,48827.0,16,960,2,164111,38.318439,3.451019,1.057663,20.706112,1.647622,4.649548,16,0,960,0,0.391456,0.391456,0.0,1,1
21463443,1.0,1,43717.0,43717.0,17,1020,2,208839,34.286533,3.243289,1.488976,19.459732,0.0,4.339236,17,0,1020,0,0.466656,0.466656,0.0,1,1
21581124,1.0,1,14873.0,14873.0,6,360,2,64356,21.423935,4.306674,0.039048,12.920022,4.263457,4.35802,6,0,360,0,0.233384,0.233384,0.0,1,1
23436306,1.0,1,44860.0,44860.0,8,480,2,84372,38.069992,1.440189,2.056243,8.641132,0.0,4.810003,8,0,480,0,0.183872,0.183872,0.0,1,1
21919908,1.0,1,14749.0,14749.0,2,120,2,140957,3.920301,3.920301,0.0,3.920301,3.920301,3.920301,2,0,120,0,0.255082,0.255082,0.0,1,1
21255156,1.0,1,46954.0,46954.0,18,1080,2,552,37.748837,3.740421,0.376083,22.442524,3.341102,4.330923,18,0,1080,0,0.450345,0.450345,0.0,1,1
22491769,1.0,1,7727.0,7727.0,7,420,2,188492,36.500931,1.769571,2.182022,8.847853,0.0,4.824395,7,0,420,0,0.164379,0.164379,0.0,1,1
21893035,1.0,1,10039.0,10039.0,3,180,2,114084,7.151328,1.516668,1.516668,3.033336,0.0,3.033336,3,0,180,0,0.279668,0.279668,0.0,1,1
22155941,1.0,1,61137.0,61137.0,6,360,2,114825,18.605118,3.725655,0.00919,11.176965,3.712794,3.733006,6,0,360,0,0.268743,0.268743,0.0,1,1
22541845,1.0,1,50312.0,50312.0,6,360,2,238568,34.959602,0.854424,1.708848,4.27212,0.0,4.27212,6,0,360,0,0.143022,0.143022,0.0,1,1
21255881,1.0,1,47485.0,47485.0,18,1080,2,1277,37.745804,3.746147,0.365386,22.476879,3.339824,4.321701,18,0,1080,0,0.450381,0.450381,0.0,1,1
23733727,1.0,1,46878.0,46878.0,6,360,2,119630,19.796152,3.951473,0.053379,11.854419,3.876633,3.99745,6,0,360,0,0.252574,0.252574,0.0,1,1
23242651,1.0,1,47646.0,47646.0,5,300,2,152878,18.118807,2.998391,2.120236,8.995174,0.0,4.516012,5,0,300,0,0.220765,0.220765,0.0,1,1
22253859,1.0,1,47505.0,47505.0,5,300,2,212743,17.349638,2.881739,2.037816,8.645217,0.0,4.34949,5,0,300,0,0.230552,0.230552,0.0,1,1
22361152,1.0,1,43963.0,43963.0,7,420,2,57875,36.513504,1.563321,1.914939,7.816604,0.0,3.959162,7,0,420,0,0.164323,0.164323,0.0,1,1
22343135,1.0,1,2825.0,2825.0,17,1020,2,39858,39.240314,3.221332,1.55337,19.327991,0.0,4.672256,17,0,1020,0,0.407744,0.407744,0.0,1,1
22633597,1.0,1,30850.0,30850.0,24,1440,2,68151,21.562845,3.502232,1.75606,17.511162,0.0,4.603589,24,0,1440,0,1.06665,1.06665,0.0,1,1
21745081,1.0,1,23363.0,23363.0,3,180,2,228313,16.35803,0.0,0.0,0.0,0.0,0.0,3,0,180,0,0.122264,0.122264,0.0,1,1
21914148,1.0,1,39855.0,39855.0,2,120,2,135197,4.464206,4.464206,0.0,4.464206,4.464206,4.464206,2,0,120,0,0.224004,0.224004,0.0,1,1
23974219,1.0,1,13603.0,13603.0,2,120,2,97958,4.092506,4.092506,0.0,4.092506,4.092506,4.092506,2,0,120,0,0.244349,0.244349,0.0,1,1
22613043,1.0,1,39829.0,39829.0,5,300,2,47597,17.433212,2.905681,2.054703,8.717042,0.0,4.380262,5,0,300,0,0.229447,0.229447,0.0,1,1
23325525,1.0,1,60719.0,60719.0,5,300,2,235752,15.773733,2.630351,1.859955,7.891053,0.0,3.954878,5,0,300,0,0.253586,0.253586,0.0,1,1
23386303,1.0,1,4043.0,4043.0,17,1020,2,34369,40.838173,2.976842,0.843321,20.837893,1.430346,3.927486,17,0,1020,0,0.39179,0.39179,0.0,1,1
21322052,1.0,1,1634.0,1634.0,7,420,2,67448,34.649445,1.815636,2.229543,9.078182,0.0,4.794337,7,0,420,0,0.173163,0.173163,0.0,1,1
23223611,1.0,1,31195.0,31195.0,5,300,2,133838,15.792,2.662628,1.883206,7.987885,0.0,4.044003,5,0,300,0,0.253293,0.253293,0.0,1,1
21839394,1.0,1,56110.0,56110.0,4,240,2,60443,12.015155,3.873243,0.481539,7.746485,3.391704,4.354781,4,0,240,0,0.249685,0.249685,0.0,1,1
22064842,1.0,1,57095.0,57095.0,24,1440,2,23726,20.13625,4.395423,0.242696,17.581692,4.210853,4.80947,24,0,1440,0,1.142219,1.142219,0.0,1,1
23848497,1.0,1,60575.0,60575.0,5,300,2,234400,15.598414,2.632598,1.861812,7.897793,0.0,3.988709,5,0,300,0,0.256436,0.256436,0.0,1,1
23940105,1.0,1,31646.0,31646.0,2,120,2,63844,4.690048,4.690048,0.0,4.690048,4.690048,4.690048,2,0,120,0,0.213217,0.213217,0.0,1,1
21170685,1.0,1,60562.0,60562.0,5,300,2,178240,17.218754,2.856125,2.019586,8.568375,0.0,4.284211,5,0,300,0,0.232305,0.232305,0.0,1,1
23716409,1.0,1,5513.0,5513.0,23,1380,2,102312,19.401527,4.153571,1.017124,16.614283,2.39815,4.861182,23,0,1380,0,1.133931,1.133931,0.0,1,1
22090683,1.0,1,4533.0,4533.0,24,1440,2,49567,20.266491,4.429747,0.305325,17.718988,4.220073,4.955407,24,0,1440,0,1.134878,1.134878,0.0,1,1
23044014,1.0,1,1932.0,1932.0,2,120,2,216406,4.12114,4.12114,0.0,4.12114,4.12114,4.12114,2,0,120,0,0.242651,0.242651,0.0,1,1
23332976,1.0,1,62794.0,62794.0,5,300,2,243203,15.770849,2.644877,1.870335,7.934631,0.0,3.993744,5,0,300,0,0.253633,0.253633,0.0,1,1
21338021,1.0,1,51558.0,51558.0,7,420,2,83417,36.090103,1.846397,2.261985,9.231987,0.0,4.699677,7,0,420,0,0.166251,0.166251,0.0,1,1
22176550,1.0,1,2193.0,2193.0,6,360,2,135434,18.623907,3.736187,0.009482,11.20856,3.722797,3.74402,6,0,360,0,0.268472,0.268472,0.0,1,1
23893902,1.0,1,17489.0,17489.0,4,240,2,17641,11.085416,3.700134,0.02832,7.400268,3.67183,3.728438,4,0,240,0,0.270626,0.270626,0.0,1,1
21849986,1.0,1,61709.0,61709.0,3,180,2,71035,7.58303,1.676352,1.676352,3.352704,0.0,3.352704,3,0,180,0,0.263747,0.263747,0.0,1,1
23300071,1.0,1,5940.0,5940.0,5,300,2,210298,15.943548,2.634233,1.862715,7.902699,0.0,3.964612,5,0,300,0,0.250885,0.250885,0.0,1,1
23246559,1.0,1,38015.0,38015.0,5,300,2,156786,15.74272,2.646242,1.8712,7.938725,0.0,3.981114,5,0,300,0,0.254086,0.254086,0.0,1,1
22410090,1.0,1,31953.0,31953.0,17,1020,2,106813,38.539619,3.549622,0.567884,21.297733,2.639264,4.394193,17,0,1020,0,0.415157,0.415157,0.0,1,1
21295101,1.0,1,63561.0,63561.0,18,1080,2,40497,37.809891,2.877877,1.600836,20.145142,0.0,4.460572,18,0,1080,0,0.449618,0.449618,0.0,1,1
23648024,1.0,1,35991.0,35991.0,24,1440,2,33927,21.900179,3.3098,1.873057,16.549002,0.0,4.896528,24,0,1440,0,1.05022,1.05022,0.0,1,1
23319446,1.0,1,59056.0,59056.0,5,300,2,229673,15.775975,2.638004,1.865352,7.914011,0.0,3.960025,5,0,300,0,0.25355,0.25355,0.0,1,1
22597565,1.0,1,38367.0,38367.0,5,300,2,32119,17.452169,2.911229,2.058686,8.733686,0.0,4.39586,5,0,300,0,0.229198,0.229198,0.0,1,1
22814634,1.0,1,23473.0,23473.0,5,300,2,249188,17.547073,2.905426,2.054473,8.716277,0.0,4.370954,5,0,300,0,0.227958,0.227958,0.0,1,1
23548226,1.0,1,21.0,21.0,7,420,2,196292,37.950657,1.981863,2.427302,9.909317,0.0,4.972089,7,0,420,0,0.1581,0.1581,0.0,1,1
21813063,1.0,1,39767.0,39767.0,4,240,2,34112,10.42609,3.478744,0.005738,6.957487,3.473006,3.484481,4,0,240,0,0.28774,0.28774,0.0,1,1
22752380,1.0,1,355.0,355.0,5,300,2,186934,15.44986,2.568705,1.816349,7.706115,0.0,3.854154,5,0,300,0,0.258902,0.258902,0.0,1,1
22086182,1.0,1,1184.0,1184.0,24,1440,2,45066,20.097063,4.387945,0.232501,17.551781,4.22408,4.787066,24,0,1440,0,1.144446,1.144446,0.0,1,1
22641427,1.0,1,35865.0,35865.0,24,1440,2,75981,21.540257,3.499262,1.754514,17.496311,0.0,4.599452,24,0,1440,0,1.067768,1.067768,0.0,1,1
22070719,1.0,1,49994.0,49994.0,5,300,2,29603,17.187765,2.879002,2.035777,8.637007,0.0,4.328049,5,0,300,0,0.232724,0.232724,0.0,1,1
21469542,1.0,1,35848.0,35848.0,7,420,2,214938,34.422607,1.865482,2.285943,9.327413,0.0,4.780939,7,0,420,0,0.174304,0.174304,0.0,1,1
23215933,1.0,1,39378.0,39378.0,4,240,2,126160,15.979901,4.049053,0.003865,8.098106,4.045447,4.05266,4,0,240,0,0.187736,0.187736,0.0,1,1
23909274,1.0,1,13075.0,13075.0,3,180,2,33013,6.316075,1.283864,1.283864,2.567728,0.0,2.567728,3,0,180,0,0.316652,0.316652,0.0,1,1
21268132,1.0,1,3506.0,3506.0,8,480,2,13528,37.208771,1.42988,2.025428,8.579279,0.0,4.488969,8,0,480,0,0.188128,0.188128,0.0,1,1
21936913,1.0,1,23703.0,23703.0,2,120,2,157962,3.880617,3.880617,0.0,3.880617,3.880617,3.880617,2,0,120,0,0.257691,0.257691,0.0,1,1
21737846,1.0,1,58559.0,58559.0,5,300,2,221078,17.118637,2.83752,2.006436,8.51256,0.0,4.262377,5,0,300,0,0.233663,0.233663,0.0,1,1
21748581,1.0,1,62699.0,62699.0,5,300,2,231813,17.121494,2.840164,2.008327,8.520493,0.0,4.27329,5,0,300,0,0.233624,0.233624,0.0,1,1
22911007,1.0,1,29698.0,29698.0,4,240,2,83399,12.069775,4.03274,0.223947,8.06548,3.808791,4.256689,4,0,240,0,0.248555,0.248555,0.0,1,1
21409686,1.0,1,7461.0,7461.0,7,420,2,155082,35.793919,1.758161,2.154328,8.790803,0.0,4.50071,7,0,420,0,0.167626,0.167626,0.0,1,1
22588646,1.0,1,36744.0,36744.0,5,300,2,23200,17.45435,2.914976,2.061299,8.744928,0.0,4.397279,5,0,300,0,0.229169,0.229169,0.0,1,1
21159951,1.0,1,26291.0,26291.0,5,300,2,167506,18.288692,3.033256,2.144855,9.099768,0.0,4.560872,5,0,300,0,0.218714,0.218714,0.0,1,1
22092372,1.0,1,5838.0,5838.0,24,1440,2,51256,20.323805,3.352612,1.67946,16.76306,0.0,4.308039,24,0,1440,0,1.131678,1.131678,0.0,1,1
23457207,1.0,1,49914.0,49914.0,7,420,2,105273,38.040581,1.560762,1.912149,7.803811,0.0,3.978467,7,0,420,0,0.157726,0.157726,0.0,1,1
22487663,1.0,1,12644.0,12644.0,6,360,2,184386,35.996319,0.874943,1.749887,4.374717,0.0,4.374717,6,0,360,0,0.138903,0.138903,0.0,1,1
22299374,1.0,1,43013.0,43013.0,4,240,2,258258,12.873456,4.279208,0.030629,8.558416,4.248546,4.30987,4,0,240,0,0.233038,0.233038,0.0,1,1
22600855,1.0,1,7082.0,7082.0,24,1440,2,35409,21.199356,3.486147,1.74479,17.430735,0.0,4.462556,24,0,1440,0,1.084939,1.084939,0.0,1,1
21397146,1.0,1,18740.0,18740.0,17,1020,2,142542,35.235996,3.154709,1.544889,18.928253,0.0,4.692661,17,0,1020,0,0.454081,0.454081,0.0,1,1
22104733,1.0,1,15927.0,15927.0,24,1440,2,63617,20.388977,3.350304,1.678472,16.751518,0.0,4.305919,24,0,1440,0,1.12806,1.12806,0.0,1,1
21062428,1.0,1,31573.0,31573.0,6,360,2,69983,21.607679,4.327754,0.051557,12.983261,4.288738,4.400585,6,0,360,0,0.231399,0.231399,0.0,1,1
23198963,1.0,1,3788.0,3788.0,24,1440,2,109190,18.959835,4.110259,1.102595,16.441036,2.213469,4.895338,24,0,1440,0,1.213091,1.213091,0.0,1,1
23254452,1.0,1,53130.0,53130.0,4,240,2,164679,15.937543,1.31891,1.865221,3.956731,0.0,3.956731,4,0,240,0,0.188235,0.188235,0.0,1,1
21664613,1.0,1,34670.0,34670.0,5,300,2,147845,17.031284,2.841531,2.009284,8.524593,0.0,4.272639,5,0,300,0,0.234862,0.234862,0.0,1,1
23781254,1.0,1,47083.0,47083.0,5,300,2,167157,17.791407,2.880252,2.046133,8.640757,0.0,4.561418,5,0,300,0,0.224828,0.224828,0.0,1,1
23192173,1.0,1,70.0,70.0,24,1440,2,102400,18.837109,4.079082,1.077823,16.316328,2.220082,4.796192,24,0,1440,0,1.220994,1.220994,0.0,1,1
22013926,1.0,1,44586.0,44586.0,2,120,2,234975,4.88397,4.88397,0.0,4.88397,4.88397,4.88397,2,0,120,0,0.204751,0.204751,0.0,1,1
22030661,1.0,1,52809.0,52809.0,2,120,2,251710,4.799318,4.799318,0.0,4.799318,4.799318,4.799318,2,0,120,0,0.208363,0.208363,0.0,1,1
23695184,1.0,1,17862.0,17862.0,5,300,2,81087,19.631491,2.639343,1.867767,7.918029,0.0,4.049755,5,0,300,0,0.203754,0.203754,0.0,1,1
23353991,1.0,1,62556.0,62556.0,9,540,2,2057,39.565056,1.707122,2.020445,10.242735,0.0,4.591355,9,0,540,0,0.202199,0.202199,0.0,1,1
21140013,1.0,1,53123.0,53123.0,5,300,2,147568,17.202559,2.857622,2.020679,8.572866,0.0,4.300914,5,0,300,0,0.232524,0.232524,0.0,1,1
22211852,1.0,1,22134.0,22134.0,6,360,2,170736,18.617664,3.73838,0.016697,11.215139,3.721189,3.760994,6,0,360,0,0.268562,0.268562,0.0,1,1
22854728,1.0,1,2939.0,2939.0,3,180,2,27120,10.225823,1.597442,1.597442,3.194884,0.0,3.194884,3,0,180,0,0.195583,0.195583,0.0,1,1
23578171,1.0,1,16014.0,16014.0,7,420,2,226237,28.016239,2.589476,2.0011,10.357903,0.0,4.703898,7,0,420,0,0.214162,0.214162,0.0,1,1
21682426,1.0,1,65508.0,65508.0,5,300,2,165658,17.341803,2.373927,1.678735,7.121782,0.0,3.584963,5,0,300,0,0.230657,0.230657,0.0,1,1
22913619,1.0,1,50667.0,50667.0,3,180,2,86011,9.851248,2.21644,2.21644,4.43288,0.0,4.43288,3,0,180,0,0.20302,0.20302,0.0,1,1
23383249,1.0,1,31349.0,31349.0,8,480,2,31315,38.203163,1.386495,1.970156,8.318969,0.0,4.49165,8,0,480,0,0.183231,0.183231,0.0,1,1
21071197,1.0,1,27133.0,27133.0,23,1380,2,78752,21.764988,4.714954,0.285861,18.859818,4.223075,4.91782,23,0,1380,0,1.010798,1.010798,0.0,1,1
23503049,1.0,1,57465.0,57465.0,8,480,2,151115,37.946781,1.631872,2.307991,9.79123,0.0,4.945036,8,0,480,0,0.184469,0.184469,0.0,1,1
22069604,1.0,1,49647.0,49647.0,4,240,2,28488,17.177242,4.282272,0.035733,8.564545,4.246568,4.317977,4,0,240,0,0.17465,0.17465,0.0,1,1
21288712,1.0,1,61588.0,61588.0,18,1080,2,34108,37.805496,2.92205,1.631432,20.454351,0.0,4.481215,18,0,1080,0,0.44967,0.44967,0.0,1,1
22517746,1.0,1,22184.0,22184.0,7,420,2,214469,36.504498,3.079412,1.79501,12.317646,0.0,4.509625,7,0,420,0,0.164363,0.164363,0.0,1,1
23190437,1.0,1,64830.0,64830.0,24,1440,2,100664,18.841272,4.07878,1.076941,16.315121,2.221175,4.79328,24,0,1440,0,1.220724,1.220724,0.0,1,1
22858599,1.0,1,38342.0,38342.0,2,120,2,30991,4.443234,4.443234,0.0,4.443234,4.443234,4.443234,2,0,120,0,0.225061,0.225061,0.0,1,1
22285585,1.0,1,58900.0,58900.0,5,300,2,244469,17.354397,2.875798,2.033548,8.627396,0.0,4.331295,5,0,300,0,0.230489,0.230489,0.0,1,1
21600599,1.0,1,58872.0,58872.0,24,1440,2,83831,20.83473,4.548389,0.239099,18.193556,4.383562,4.959129,24,0,1440,0,1.103926,1.103926,0.0,1,1
21906527,1.0,1,8088.0,8088.0,2,120,2,127576,3.96731,3.96731,0.0,3.96731,3.96731,3.96731,2,0,120,0,0.25206,0.25206,0.0,1,1
21864436,1.0,1,59757.0,59757.0,3,180,2,85485,7.720372,1.950652,1.950652,3.901304,0.0,3.901304,3,0,180,0,0.259055,0.259055,0.0,1,1
21926864,1.0,1,18598.0,18598.0,2,120,2,147913,3.90435,3.90435,0.0,3.90435,3.90435,3.90435,2,0,120,0,0.256125,0.256125,0.0,1,1
22541097,1.0,1,24156.0,24156.0,7,420,2,237820,35.890488,1.756516,2.151646,8.782578,0.0,4.453759,7,0,420,0,0.167175,0.167175,0.0,1,1
22283946,1.0,1,34748.0,34748.0,5,300,2,242830,17.395967,2.856429,2.019953,8.569288,0.0,4.315023,5,0,300,0,0.229938,0.229938,0.0,1,1
21583029,1.0,1,41074.0,41074.0,7,420,2,66261,20.931211,2.668574,1.540772,10.674295,0.0,3.581862,7,0,420,0,0.286653,0.286653,0.0,1,1
22540124,6.0,1,49167.0,49167.0,6,360,2,236847,34.9729,2.304998,2.316784,9.219994,0.0,4.94006,6,0,360,0,0.142968,0.142968,0.0,1,1
21179159,1.0,1,24975.0,24975.0,6,360,2,186714,17.274946,3.455925,0.013418,10.367775,3.438043,3.470289,6,0,360,0,0.289436,0.289436,0.0,1,1
23669693,1.0,1,48444.0,48444.0,24,1440,2,55596,21.813711,4.752438,0.180071,19.00975,4.515579,4.960632,24,0,1440,0,1.054383,1.054383,0.0,1,1
22740074,1.0,1,41334.0,41334.0,5,300,2,174628,16.906197,2.794863,1.976313,8.384588,0.0,4.208904,5,0,300,0,0.2366,0.2366,0.0,1,1
23585850,1.0,1,30603.0,30603.0,7,420,2,233916,37.312889,1.487432,1.822064,7.437159,0.0,3.774148,7,0,420,0,0.160802,0.160802,0.0,1,1
22679035,1.0,1,49613.0,49613.0,5,300,2,113589,17.438774,2.897899,2.049124,8.693697,0.0,4.348033,5,0,300,0,0.229374,0.229374,0.0,1,1
23955178,1.0,1,35967.0,35967.0,2,120,2,78917,4.706707,4.706707,0.0,4.706707,4.706707,4.706707,2,0,120,0,0.212463,0.212463,0.0,1,1
22471093,1.0,1,29736.0,29736.0,7,420,2,167816,35.220966,1.686037,2.06715,8.430183,0.0,4.365313,7,0,420,0,0.170353,0.170353,0.0,1,1
21890819,1.0,1,11707.0,11707.0,2,120,2,111868,4.749623,4.749623,0.0,4.749623,4.749623,4.749623,2,0,120,0,0.210543,0.210543,0.0,1,1
21998953,1.0,1,38829.0,38829.0,2,120,2,220002,4.947008,4.947008,0.0,4.947008,4.947008,4.947008,2,0,120,0,0.202142,0.202142,0.0,1,1
21031139,1.0,1,50020.0,50020.0,7,420,2,38694,20.778065,2.585314,1.492736,10.341257,0.0,3.474842,7,0,420,0,0.288766,0.288766,0.0,1,1
21728957,1.0,1,24364.0,24364.0,5,300,2,212189,17.335476,2.372461,1.677757,7.117383,0.0,3.588269,5,0,300,0,0.230741,0.230741,0.0,1,1
22021810,1.0,1,48374.0,48374.0,2,120,2,242859,4.845203,4.845203,0.0,4.845203,4.845203,4.845203,2,0,120,0,0.20639,0.20639,0.0,1,1
22478258,1.0,1,32294.0,32294.0,7,420,2,174981,35.167538,1.670074,2.048625,8.350368,0.0,4.356455,7,0,420,0,0.170612,0.170612,0.0,1,1
22852901,1.0,1,2456.0,2456.0,3,180,2,25293,10.200157,1.625625,1.625625,3.25125,0.0,3.25125,3,0,180,0,0.196075,0.196075,0.0,1,1
23709008,1.0,1,719.0,719.0,24,1440,2,94911,21.646448,4.715111,0.159407,18.860443,4.500667,4.872255,24,0,1440,0,1.06253,1.06253,0.0,1,1
21315922,1.0,1,22583.0,22583.0,8,480,2,61318,37.349201,1.391784,1.970307,8.350704,0.0,4.330133,8,0,480,0,0.18742,0.18742,0.0,1,1
23572705,1.0,1,23330.0,23330.0,6,360,2,220771,27.042246,2.102612,2.112494,8.41045,0.0,4.49384,6,0,360,0,0.184896,0.184896,0.0,1,1
23698257,1.0,1,24615.0,24615.0,5,300,2,84160,17.855742,2.885719,2.057382,8.657157,0.0,4.650606,5,0,300,0,0.224018,0.224018,0.0,1,1
23342684,1.0,1,13400.0,13400.0,4,240,2,252911,13.531064,4.547748,0.038643,9.095495,4.509133,4.586363,4,0,240,0,0.221712,0.221712,0.0,1,1
23570633,1.0,1,27313.0,27313.0,7,420,2,218699,37.322174,1.478319,1.811022,7.391593,0.0,3.760253,7,0,420,0,0.160762,0.160762,0.0,1,1
23971708,1.0,1,12436.0,12436.0,2,120,2,95447,4.100527,4.100527,0.0,4.100527,4.100527,4.100527,2,0,120,0,0.243871,0.243871,0.0,1,1
22312326,1.0,1,55832.0,55832.0,17,1020,2,9049,39.262539,4.186851,0.715133,25.121103,2.688975,4.805787,17,0,1020,0,0.407513,0.407513,0.0,1,1
23023706,1.0,1,31266.0,31266.0,3,180,2,196098,6.091939,1.191607,1.191607,2.383213,0.0,2.383213,3,0,180,0,0.328303,0.328303,0.0,1,1
23869173,1.0,1,10384.0,10384.0,5,300,2,255076,17.963753,3.082116,2.179564,9.246349,0.0,4.65732,5,0,300,0,0.222671,0.222671,0.0,1,1
21101547,1.0,1,13150.0,13150.0,5,300,2,109102,18.299654,3.028547,2.141519,9.08564,0.0,4.55209,5,0,300,0,0.218583,0.218583,0.0,1,1
22424683,1.0,1,43177.0,43177.0,17,1020,2,121406,38.622066,3.625412,0.699344,21.752468,2.957095,4.986766,17,0,1020,0,0.414271,0.414271,0.0,1,1
22166846,1.0,1,23382.0,23382.0,5,300,2,125730,17.303631,2.887459,2.041799,8.662376,0.0,4.349922,5,0,300,0,0.231165,0.231165,0.0,1,1
21142541,1.0,1,6597.0,6597.0,6,360,2,150096,17.265154,3.447463,0.017693,10.34239,3.422466,3.460296,6,0,360,0,0.289601,0.289601,0.0,1,1
23795181,1.0,1,45619.0,45619.0,6,360,2,181084,19.748373,3.991215,0.100408,11.973646,3.914283,4.133039,6,0,360,0,0.253185,0.253185,0.0,1,1
23057080,1.0,1,9378.0,9378.0,2,120,2,229472,4.079019,4.079019,0.0,4.079019,4.079019,4.079019,2,0,120,0,0.245157,0.245157,0.0,1,1
21098637,1.0,1,12239.0,12239.0,5,300,2,106192,18.268267,3.033167,2.144828,9.099501,0.0,4.568602,5,0,300,0,0.218959,0.218959,0.0,1,1
22262418,1.0,1,43217.0,43217.0,5,300,2,221302,14.813838,2.474831,1.749978,7.424492,0.0,3.719024,5,0,300,0,0.270018,0.270018,0.0,1,1
21093527,1.0,1,34315.0,34315.0,6,360,2,101082,21.609962,4.332376,0.064906,12.997127,4.272118,4.422454,6,0,360,0,0.231375,0.231375,0.0,1,1
22313382,1.0,1,56312.0,56312.0,17,1020,2,10105,39.264347,4.195796,0.718901,25.174778,2.685113,4.809452,17,0,1020,0,0.407494,0.407494,0.0,1,1
21617258,1.0,1,20661.0,20661.0,5,300,2,100490,17.044382,2.847129,2.013225,8.541388,0.0,4.272043,5,0,300,0,0.234681,0.234681,0.0,1,1
22886294,1.0,1,12548.0,12548.0,3,180,2,58686,7.043684,1.619019,1.619019,3.238038,0.0,3.238038,3,0,180,0,0.283942,0.283942,0.0,1,1
23153531,1.0,1,48660.0,48660.0,25,1500,2,63758,20.289942,4.434066,0.499973,17.736263,3.590408,4.848408,25,0,1500,0,1.182852,1.182852,0.0,1,1
22097231,1.0,1,9961.0,9961.0,24,1440,2,56115,20.320444,3.351498,1.678967,16.757488,0.0,4.306652,24,0,1440,0,1.131865,1.131865,0.0,1,1
22877241,1.0,1,9011.0,9011.0,3,180,2,49633,7.088958,1.630214,1.630214,3.260428,0.0,3.260428,3,0,180,0,0.282129,0.282129,0.0,1,1
21766915,6.0,1,5488.0,5488.0,5,300,2,250147,17.138039,2.837,2.006101,8.511,0.0,4.270946,5,0,300,0,0.233399,0.233399,0.0,1,1
22960096,1.0,1,62335.0,62335.0,2,120,2,132488,5.467389,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.182903,0.182903,0.0,1,1
23698102,1.0,1,18668.0,18668.0,5,300,2,84005,19.627684,2.638467,1.867111,7.9154,0.0,4.047278,5,0,300,0,0.203794,0.203794,0.0,1,1
23678978,1.0,1,13368.0,13368.0,5,300,2,64881,19.639168,2.638337,1.867095,7.915011,0.0,4.049436,5,0,300,0,0.203675,0.203675,0.0,1,1
22425291,1.0,1,43785.0,43785.0,16,960,2,122014,38.626495,3.32745,1.138054,19.964697,1.212044,4.978293,16,0,960,0,0.388334,0.388334,0.0,1,1
22123315,1.0,1,30284.0,30284.0,24,1440,2,82199,20.378262,3.344017,1.675961,16.720085,0.0,4.303776,24,0,1440,0,1.128654,1.128654,0.0,1,1
22157182,1.0,1,61418.0,61418.0,6,360,2,116066,18.592333,3.727841,0.006394,11.183523,3.718919,3.733161,6,0,360,0,0.268928,0.268928,0.0,1,1
22741973,1.0,1,42081.0,42081.0,5,300,2,176527,16.906096,2.79534,1.97665,8.386019,0.0,4.209619,5,0,300,0,0.236601,0.236601,0.0,1,1
22117589,1.0,1,25902.0,25902.0,24,1440,2,76473,20.382383,3.345023,1.676312,16.725115,0.0,4.303825,24,0,1440,0,1.128425,1.128425,0.0,1,1
22693865,1.0,1,49105.0,49105.0,6,360,2,128419,19.367609,3.900192,0.072241,11.700575,3.848783,4.002356,6,0,360,0,0.258163,0.258163,0.0,1,1
21439303,1.0,1,28873.0,28873.0,7,420,2,184699,34.342434,1.856948,2.275373,9.28474,0.0,4.753472,7,0,420,0,0.174711,0.174711,0.0,1,1
22111883,1.0,1,21541.0,21541.0,24,1440,2,70767,20.385868,3.347672,1.67738,16.738359,0.0,4.304979,24,0,1440,0,1.128233,1.128233,0.0,1,1
23151899,1.0,1,25734.0,25734.0,4,240,2,62126,18.16345,4.603835,0.004634,9.20767,4.599445,4.608226,4,0,240,0,0.165167,0.165167,0.0,1,1
21549240,1.0,1,29768.0,29768.0,24,1440,2,32472,20.880293,3.420898,1.726866,17.10449,0.0,4.46989,24,0,1440,0,1.101517,1.101517,0.0,1,1
23716264,1.0,1,5368.0,5368.0,23,1380,2,102167,19.390823,4.154048,1.016894,16.616194,2.399029,4.861306,23,0,1380,0,1.134557,1.134557,0.0,1,1
21621543,1.0,1,3971.0,3971.0,24,1440,2,104775,20.957216,3.442382,1.730055,17.21191,0.0,4.465014,24,0,1440,0,1.097474,1.097474,0.0,1,1
