pkSeqID,flgs,proto,sport,dport,pkts,bytes,state,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPsrcIP,TnBPDstIP,TnPPSrcIP,TnPPDstIP,TnPPerProto,TnPPerDport,avgPD,attack,category,subcategory 
751651,1,2,57184.0,6433.0,2,120,5,252336,0.038292,0.038292,0.0,0.038292,0.038292,0.038292,1,1,60,60,26.115116,0.0,0.0,1922806,2824965,22993,34713,34096,4,52.23023086,0,3,3
694258,1,2,57184.0,47701.0,2,120,5,194942,0.061272,0.061272,0.0,0.061272,0.061272,0.061272,1,1,60,60,16.320669,0.0,0.0,1912226,2844991,22754,34986,34276,6,32.64133699,0,3,3
723486,1,2,57184.0,58889.0,2,120,5,224171,0.040419,0.040419,0.0,0.040419,0.040419,0.040419,1,1,60,60,24.740839,0.0,0.0,1899767,2827861,22679,34511,34875,3,49.48167941,0,3,3
1133674,1,2,57874.0,3011.0,2,120,5,4934,0.000256,0.000256,0.0,0.000256,0.000256,0.000256,1,1,60,60,3906.25,0.0,0.0,1909188,2835940,22948,34734,34749,6,7812.5,0,3,3
1438485,1,2,58042.0,995.0,21,4392,5,294852,0.1585,0.1585,0.0,0.1585,0.1585,0.1585,12,9,1582,2810,126.182968,69.400627,50.473186,1919890,2841066,22872,35168,33320,9,132.4921136,0,3,3
1091670,1,2,58098.0,1883.0,6,662,5,272081,0.001494,0.001494,0.0,0.001494,0.001494,0.001494,3,3,456,206,3346.720215,1338.68811,1338.68811,1908013,2841663,22925,35879,31962,8,4016.064257,0,3,3
788473,1,2,5816.0,3286.0,2,120,5,3720,5.4e-05,5.4e-05,0.0,5.4e-05,5.4e-05,5.4e-05,1,1,60,60,18518.51758,0.0,0.0,1869164,2815953,22097,35636,31645,6,37037.03704,0,3,3
336108,1,2,59460.0,8481.0,2,120,5,179401,0.021557,0.021557,0.0,0.021557,0.021557,0.021557,1,1,60,60,46.388645,0.0,0.0,1949405,2827888,23123,36168,31040,2,92.77728812,0,3,3
385139,1,2,59460.0,38617.0,2,120,5,228432,0.039035,0.039035,0.0,0.039035,0.039035,0.039035,1,1,60,60,25.618034,0.0,0.0,1954085,2802531,23112,35776,31098,4,51.23607019,0,3,3
211262,1,2,59460.0,44379.0,2,120,5,54554,0.017155,0.017155,0.0,0.017155,0.017155,0.017155,1,1,60,60,58.292046,0.0,0.0,1923229,2835054,22896,36113,31132,2,116.5840863,0,3,3
378693,1,2,59460.0,60844.0,2,120,5,221986,0.044983,0.044983,0.0,0.044983,0.044983,0.044983,1,1,60,60,22.230621,0.0,0.0,1941104,2842091,23174,35983,31546,2,44.46124091,0,3,3
385870,1,2,59460.0,2337.0,2,120,5,229163,0.040767,0.040767,0.0,0.040767,0.040767,0.040767,1,1,60,60,24.529644,0.0,0.0,1925976,2817471,22924,35630,31967,2,49.05928815,0,3,3
372570,1,2,59460.0,65051.0,2,120,5,215863,0.036493,0.036493,0.0,0.036493,0.036493,0.036493,1,1,60,60,27.402515,0.0,0.0,1907487,2828788,22621,35619,32749,2,54.8050311,0,3,3
378377,1,2,59460.0,8211.0,2,120,5,221670,0.037883,0.037883,0.0,0.037883,0.037883,0.037883,1,1,60,60,26.397066,0.0,0.0,1926346,2833714,22911,35513,32809,5,52.79412929,0,3,3
245922,1,2,59460.0,48876.0,2,120,5,89214,0.024923,0.024923,0.0,0.024923,0.024923,0.024923,1,1,60,60,40.123581,0.0,0.0,1934939,2837969,23083,35419,32874,3,80.24716126,0,3,3
340903,1,2,59460.0,7263.0,2,120,5,184196,0.027017,0.027017,0.0,0.027017,0.027017,0.027017,1,1,60,60,37.013733,0.0,0.0,1914962,2826055,22813,35168,33910,4,74.02746419,0,3,3
386569,1,2,59460.0,1116.0,2,120,5,229862,0.037199,0.037199,0.0,0.037199,0.037199,0.037199,1,1,60,60,26.882442,0.0,0.0,1897426,2832639,22659,34944,33996,7,53.76488615,0,3,3
322787,1,2,59460.0,35533.0,2,120,5,166079,0.039352,0.039352,0.0,0.039352,0.039352,0.039352,1,1,60,60,25.411669,0.0,0.0,1906133,2841860,22623,35064,34198,1,50.82333808,0,3,3
257541,1,2,59460.0,47119.0,2,120,5,100833,0.025741,0.025741,0.0,0.025741,0.025741,0.025741,1,1,60,60,38.84853,0.0,0.0,1902734,2855942,22721,35239,34249,6,77.69705917,0,3,3
294544,1,2,59460.0,21304.0,2,120,5,137836,0.038623,0.038623,0.0,0.038623,0.038623,0.038623,1,1,60,60,25.891308,0.0,0.0,1898990,2854891,22660,34963,34476,6,51.78261658,0,3,3
221299,1,2,59460.0,49622.0,2,120,5,64591,0.015112,0.015112,0.0,0.015112,0.015112,0.015112,1,1,60,60,66.172577,0.0,0.0,1882376,2848170,22609,34900,34638,4,132.3451562,0,3,3
453498,1,2,5969.0,4069.0,2,120,5,7100,4e-06,4e-06,0.0,4e-06,4e-06,4e-06,1,1,60,60,250000.0,0.0,0.0,1915129,2838671,22831,34854,34410,5,500000.0,0,3,3
116380,1,2,64758.0,5190.0,2,120,5,13851,0.000424,0.000424,0.0,0.000424,0.000424,0.000424,1,1,60,60,2358.490479,0.0,0.0,1949193,1378727,23308,17856,34067,9,4716.981132,0,3,3
132732,1,2,64863.0,135.0,2,120,5,8209,0.000564,0.000564,0.0,0.000564,0.000564,0.000564,1,1,60,60,1773.049683,0.0,0.0,1933567,1380839,23013,17668,33935,3,3546.099291,0,3,3
633529,1,2,65233.0,1880.0,3,180,5,134212,0.043424,0.043424,0.0,0.043424,0.043424,0.043424,2,1,120,60,46.05748,23.02874,0.0,1921324,2866292,22843,36006,32222,8,69.0862196,0,3,3
550188,1,2,65233.0,4102.0,2,120,5,50870,0.002037,0.002037,0.0,0.002037,0.002037,0.002037,1,1,60,60,490.91803,0.0,0.0,1934264,2837498,23035,35706,32348,10,981.8360334,0,3,3
638998,1,2,65233.0,46516.0,2,120,5,139681,0.038294,0.038294,0.0,0.038294,0.038294,0.038294,1,1,60,60,26.113752,0.0,0.0,1923990,2818383,22859,35237,32822,6,52.227503,0,3,3
559808,1,2,65233.0,55384.0,2,120,5,60490,0.012407,0.012407,0.0,0.012407,0.012407,0.012407,1,1,60,60,80.599663,0.0,0.0,1929186,2840189,23085,35484,32973,1,161.199323,0,3,3
635104,1,2,65233.0,25804.0,2,120,5,135787,0.035589,0.035589,0.0,0.035589,0.035589,0.035589,1,1,60,60,28.098572,0.0,0.0,1900881,2812773,22741,34834,33708,3,56.19713957,0,3,3
560214,1,2,65233.0,17337.0,2,120,5,60896,0.012596,0.012596,0.0,0.012596,0.012596,0.012596,1,1,60,60,79.390282,0.0,0.0,1905987,2849625,22922,34969,34287,6,158.7805653,0,3,3
520309,1,2,65233.0,10115.0,2,120,5,20991,0.000509,0.000509,0.0,0.000509,0.000509,0.000509,1,1,60,60,1964.636597,0.0,0.0,1969387,2825537,23431,36002,31133,2,3929.273084,0,3,3
527807,1,2,65233.0,58895.0,2,120,5,28489,0.001103,0.001103,0.0,0.001103,0.001103,0.001103,1,1,60,60,906.618286,0.0,0.0,1882032,2831157,22601,34791,34055,4,1813.236627,0,3,3
511532,1,2,65233.0,56376.0,2,120,5,12214,0.00021,0.00021,0.0,0.00021,0.00021,0.00021,1,1,60,60,4761.904785,0.0,0.0,1933560,2830038,23343,34764,34256,1,9523.809524,0,3,3
536524,1,2,65233.0,37743.0,2,120,5,37206,0.001356,0.001356,0.0,0.001356,0.001356,0.001356,1,1,60,60,737.463135,0.0,0.0,1910190,2818385,22695,34580,34264,4,1474.926254,0,3,3
1110397,1,2,7425.0,5055.0,2,120,5,2975,7.9e-05,7.9e-05,0.0,7.9e-05,7.9e-05,7.9e-05,1,1,60,60,12658.22852,0.0,0.0,1928420,2827229,23042,35165,32857,5,25316.4557,0,3,3
792078,1,2,7452.0,4922.0,2,120,5,3385,4.4e-05,4.4e-05,0.0,4.4e-05,4.4e-05,4.4e-05,1,1,60,60,22727.27344,0.0,0.0,1853607,2841679,22303,34918,34291,6,45454.54545,0,3,3
795693,1,2,7485.0,6372.0,2,120,5,2179,9e-06,9e-06,0.0,9e-06,9e-06,9e-06,1,1,60,60,111111.1094,0.0,0.0,1939899,2842500,22997,35743,32141,2,222222.2222,0,3,3
1110785,1,2,7554.0,5184.0,2,120,5,3391,5.4e-05,5.4e-05,0.0,5.4e-05,5.4e-05,5.4e-05,1,1,60,60,18518.51758,0.0,0.0,1942277,2842345,22982,35441,33160,4,37037.03704,0,3,3
1116452,1,2,9174.0,6990.0,2,120,5,3623,2.1e-05,2.1e-05,0.0,2.1e-05,2.1e-05,2.1e-05,1,1,60,60,47619.04688,0.0,0.0,1869090,2839520,22220,35920,31812,2,95238.09524,0,3,3
1117370,1,2,9981.0,7797.0,2,120,5,685,6.1e-05,6.1e-05,0.0,6.1e-05,6.1e-05,6.1e-05,1,1,60,60,16393.44336,0.0,0.0,1874283,2840807,22340,35206,33568,6,32786.88525,0,3,3
1417671,5,2,49136.0,80.0,19,3290,5,273924,91.416428,0.00195,0.001753,0.0039,0.000197,0.003703,11,8,1770,1520,0.196901,0.10939,0.076573,1893387,2824823,22915,35176,33442,89023,0.207840105,0,3,3
77246,2,2,1124.0,952.0,4,240,5,13199,1.014746,0.507373,0.507373,1.014746,0.0,1.014746,3,1,180,60,2.956405,1.970937,0.0,1945473,1983058,23102,21879,31395,1,3.941873139,0,3,3
77581,2,2,1758.0,328.0,4,240,5,13534,0.007766,0.007766,0.0,0.007766,0.007766,0.007766,2,2,120,120,386.299255,128.766418,128.766418,1901687,1975003,22946,21605,31561,2,515.0656709,0,3,3
36491,2,2,2456.0,385.0,4,240,5,7866,0.00727,0.00727,0.0,0.00727,0.00727,0.00727,2,2,120,120,412.654755,137.55159,137.55159,1931033,2829894,23143,35872,32444,6,550.2063274,0,3,3
1141511,6,1,35103.0,18234.0,1,60,2,13018,6.9e-05,6.9e-05,0.0,6.9e-05,6.9e-05,6.9e-05,1,0,60,0,0.0,0.0,0.0,1867331,2838459,22164,35508,58285,6,14492.75362,0,3,3
812849,6,1,35147.0,19663.0,1,60,2,9990,4.9e-05,4.9e-05,0.0,4.9e-05,4.9e-05,4.9e-05,1,0,60,0,0.0,0.0,0.0,1917807,2808971,23244,35486,59697,5,20408.16327,0,3,3
7720,6,1,38759.0,23354.0,1,60,2,7917,5.6e-05,5.6e-05,0.0,5.6e-05,5.6e-05,5.6e-05,1,0,60,0,0.0,0.0,0.0,1919470,2834955,23003,34709,55232,6,17857.14286,0,3,3
